db_id,Internal Name,Species,Disease,Tissue/Tumor,Posting Restriction,Institution,Investigator,Number of Samples,name,description,citation,user_agreement_file_path,readme_file_path,Type,Status,pubmed_id,date_released,last_modified_date,number_of_downloads,number_of_followers,version,curator,QC_statistician,ds_location_awss3
94,STAGE_CABG,Human,CVD,Carotid,unspecified,Clinical Gene Network,Johan Bjorkegren,100,Stockholm_Atherosclerosis_Gene_Expression_Study,"Environmental exposures filtered through the genetic make-up of each individual alter the transcriptional repertoire in organs central to metabolic homeostasis, thereby affecting arterial lipid accumulation, inflammation, and the development of coronary artery disease (CAD). The primary aim of the Stockholm Atherosclerosis Gene Expression (STAGE) study was to determine whether there are functionally associated genes (rather than individual genes) important for CAD development. To this end, two-way clustering was used on 278 transcriptional profiles of liver, skeletal muscle, and visceral fat (n = 66/tissue) and atherosclerotic and unaffected arterial wall (n = 40/tissue) isolated from CAD patients during coronary artery bypass surgery. The first step, across all mRNA signals (n = 15,042/12,621 RefSeqs/genes) in each tissue, resulted in a total of 60 tissue clusters (n = 3958 genes). In the second step (performed within tissue clusters), one atherosclerotic lesion (n = 49/48) and one visceral fat (n = 59) cluster segregated the patients into two groups that differed in the extent of coronary stenosis (P = 0.008 and P = 0.00015). The associations of these clusters with coronary atherosclerosis were validated by analyzing carotid atherosclerosis expression profiles. Remarkably, in one cluster (n = 55/54) relating to carotid stenosis (P = 0.04), 27 genes in the two clusters relating to coronary stenosis were confirmed (n = 16/17, P<10(-27 and-30)). Genes in the transendothelial migration of leukocytes (TEML) pathway were overrepresented in all three clusters, referred to as the atherosclerosis module (A-module). In a second validation step, using three independent cohorts, the A-module was found to be genetically enriched with CAD risk by 1.8-fold (P<0.004). The transcription co-factor LIM domain binding 2 (LDB2) was identified as a potential high-hierarchy regulator of the A-module, a notion supported by subnetwork analysis, by cellular and lesion expression of LDB2, and by the expression of 13 TEML genes in Ldb2-deficient arterial wall. Thus, the A-module appears to be important for atherosclerosis development and, together with LDB2, merits further attention in CAD research. ","Multi-organ expression profiling uncovers a gene module in coronary artery disease involving transendothelial migration of leukocytes and LIM domain binding 2: the Stockholm Atherosclerosis Gene Expression (STAGE) study.Hägg S, Skogsberg J, Lundström J, Noori P, Nilsson R, Zhong H, Maleki S, Shang MM, Brinne B, Bradshaw M, Bajic VB, Samnegård A, Silveira A, Kaplan LM, Gigante B, Leander K, de Faire U, Rosfors S, Lockowandt U, Liska J, Konrad P, Takolander R, Franco-Cereceda A, Schadt EE, Ivert T, Hamsten A, Tegnér J, Björkegren J. PLoS Genet. 2009 Dec;5(12):e1000754. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/stockholm_atherosclerosis_gene_expression_study.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/stockholm_atherosclerosis_gene_expression_study.txt,GCD,Future,18087978,2010-29-8,2011-28-7,24,84,1.0.0,,,NA
94,STAGE_CABG,Human,CVD,Aorta,unspecified,Clinical Gene Network,Johan Bjorkegren,100,Stockholm_Atherosclerosis_Gene_Expression_Study,"Environmental exposures filtered through the genetic make-up of each individual alter the transcriptional repertoire in organs central to metabolic homeostasis, thereby affecting arterial lipid accumulation, inflammation, and the development of coronary artery disease (CAD). The primary aim of the Stockholm Atherosclerosis Gene Expression (STAGE) study was to determine whether there are functionally associated genes (rather than individual genes) important for CAD development. To this end, two-way clustering was used on 278 transcriptional profiles of liver, skeletal muscle, and visceral fat (n = 66/tissue) and atherosclerotic and unaffected arterial wall (n = 40/tissue) isolated from CAD patients during coronary artery bypass surgery. The first step, across all mRNA signals (n = 15,042/12,621 RefSeqs/genes) in each tissue, resulted in a total of 60 tissue clusters (n = 3958 genes). In the second step (performed within tissue clusters), one atherosclerotic lesion (n = 49/48) and one visceral fat (n = 59) cluster segregated the patients into two groups that differed in the extent of coronary stenosis (P = 0.008 and P = 0.00015). The associations of these clusters with coronary atherosclerosis were validated by analyzing carotid atherosclerosis expression profiles. Remarkably, in one cluster (n = 55/54) relating to carotid stenosis (P = 0.04), 27 genes in the two clusters relating to coronary stenosis were confirmed (n = 16/17, P<10(-27 and-30)). Genes in the transendothelial migration of leukocytes (TEML) pathway were overrepresented in all three clusters, referred to as the atherosclerosis module (A-module). In a second validation step, using three independent cohorts, the A-module was found to be genetically enriched with CAD risk by 1.8-fold (P<0.004). The transcription co-factor LIM domain binding 2 (LDB2) was identified as a potential high-hierarchy regulator of the A-module, a notion supported by subnetwork analysis, by cellular and lesion expression of LDB2, and by the expression of 13 TEML genes in Ldb2-deficient arterial wall. Thus, the A-module appears to be important for atherosclerosis development and, together with LDB2, merits further attention in CAD research. ","Multi-organ expression profiling uncovers a gene module in coronary artery disease involving transendothelial migration of leukocytes and LIM domain binding 2: the Stockholm Atherosclerosis Gene Expression (STAGE) study.Hägg S, Skogsberg J, Lundström J, Noori P, Nilsson R, Zhong H, Maleki S, Shang MM, Brinne B, Bradshaw M, Bajic VB, Samnegård A, Silveira A, Kaplan LM, Gigante B, Leander K, de Faire U, Rosfors S, Lockowandt U, Liska J, Konrad P, Takolander R, Franco-Cereceda A, Schadt EE, Ivert T, Hamsten A, Tegnér J, Björkegren J. PLoS Genet. 2009 Dec;5(12):e1000754. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/stockholm_atherosclerosis_gene_expression_study.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/stockholm_atherosclerosis_gene_expression_study.txt,GCD,Future,20459968,2011-1-9,2011-28-11,49,19,1.0.0,,,NA
94,STAGE_CABG,Human,CVD,Adipose,unspecified,Clinical Gene Network,Johan Bjorkegren,100,Stockholm_Atherosclerosis_Gene_Expression_Study,"Environmental exposures filtered through the genetic make-up of each individual alter the transcriptional repertoire in organs central to metabolic homeostasis, thereby affecting arterial lipid accumulation, inflammation, and the development of coronary artery disease (CAD). The primary aim of the Stockholm Atherosclerosis Gene Expression (STAGE) study was to determine whether there are functionally associated genes (rather than individual genes) important for CAD development. To this end, two-way clustering was used on 278 transcriptional profiles of liver, skeletal muscle, and visceral fat (n = 66/tissue) and atherosclerotic and unaffected arterial wall (n = 40/tissue) isolated from CAD patients during coronary artery bypass surgery. The first step, across all mRNA signals (n = 15,042/12,621 RefSeqs/genes) in each tissue, resulted in a total of 60 tissue clusters (n = 3958 genes). In the second step (performed within tissue clusters), one atherosclerotic lesion (n = 49/48) and one visceral fat (n = 59) cluster segregated the patients into two groups that differed in the extent of coronary stenosis (P = 0.008 and P = 0.00015). The associations of these clusters with coronary atherosclerosis were validated by analyzing carotid atherosclerosis expression profiles. Remarkably, in one cluster (n = 55/54) relating to carotid stenosis (P = 0.04), 27 genes in the two clusters relating to coronary stenosis were confirmed (n = 16/17, P<10(-27 and-30)). Genes in the transendothelial migration of leukocytes (TEML) pathway were overrepresented in all three clusters, referred to as the atherosclerosis module (A-module). In a second validation step, using three independent cohorts, the A-module was found to be genetically enriched with CAD risk by 1.8-fold (P<0.004). The transcription co-factor LIM domain binding 2 (LDB2) was identified as a potential high-hierarchy regulator of the A-module, a notion supported by subnetwork analysis, by cellular and lesion expression of LDB2, and by the expression of 13 TEML genes in Ldb2-deficient arterial wall. Thus, the A-module appears to be important for atherosclerosis development and, together with LDB2, merits further attention in CAD research. ","Multi-organ expression profiling uncovers a gene module in coronary artery disease involving transendothelial migration of leukocytes and LIM domain binding 2: the Stockholm Atherosclerosis Gene Expression (STAGE) study.Hägg S, Skogsberg J, Lundström J, Noori P, Nilsson R, Zhong H, Maleki S, Shang MM, Brinne B, Bradshaw M, Bajic VB, Samnegård A, Silveira A, Kaplan LM, Gigante B, Leander K, de Faire U, Rosfors S, Lockowandt U, Liska J, Konrad P, Takolander R, Franco-Cereceda A, Schadt EE, Ivert T, Hamsten A, Tegnér J, Björkegren J. PLoS Genet. 2009 Dec;5(12):e1000754. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/stockholm_atherosclerosis_gene_expression_study.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/stockholm_atherosclerosis_gene_expression_study.txt,GCD,Future,22793039,2011-13-11,2011-8-12,60,26,1.0.0,,,NA
94,STAGE_CABG,Human,CVD,Muscle,unspecified,Clinical Gene Network,Johan Bjorkegren,100,Stockholm_Atherosclerosis_Gene_Expression_Study,"Environmental exposures filtered through the genetic make-up of each individual alter the transcriptional repertoire in organs central to metabolic homeostasis, thereby affecting arterial lipid accumulation, inflammation, and the development of coronary artery disease (CAD). The primary aim of the Stockholm Atherosclerosis Gene Expression (STAGE) study was to determine whether there are functionally associated genes (rather than individual genes) important for CAD development. To this end, two-way clustering was used on 278 transcriptional profiles of liver, skeletal muscle, and visceral fat (n = 66/tissue) and atherosclerotic and unaffected arterial wall (n = 40/tissue) isolated from CAD patients during coronary artery bypass surgery. The first step, across all mRNA signals (n = 15,042/12,621 RefSeqs/genes) in each tissue, resulted in a total of 60 tissue clusters (n = 3958 genes). In the second step (performed within tissue clusters), one atherosclerotic lesion (n = 49/48) and one visceral fat (n = 59) cluster segregated the patients into two groups that differed in the extent of coronary stenosis (P = 0.008 and P = 0.00015). The associations of these clusters with coronary atherosclerosis were validated by analyzing carotid atherosclerosis expression profiles. Remarkably, in one cluster (n = 55/54) relating to carotid stenosis (P = 0.04), 27 genes in the two clusters relating to coronary stenosis were confirmed (n = 16/17, P<10(-27 and-30)). Genes in the transendothelial migration of leukocytes (TEML) pathway were overrepresented in all three clusters, referred to as the atherosclerosis module (A-module). In a second validation step, using three independent cohorts, the A-module was found to be genetically enriched with CAD risk by 1.8-fold (P<0.004). The transcription co-factor LIM domain binding 2 (LDB2) was identified as a potential high-hierarchy regulator of the A-module, a notion supported by subnetwork analysis, by cellular and lesion expression of LDB2, and by the expression of 13 TEML genes in Ldb2-deficient arterial wall. Thus, the A-module appears to be important for atherosclerosis development and, together with LDB2, merits further attention in CAD research. ","Multi-organ expression profiling uncovers a gene module in coronary artery disease involving transendothelial migration of leukocytes and LIM domain binding 2: the Stockholm Atherosclerosis Gene Expression (STAGE) study.Hägg S, Skogsberg J, Lundström J, Noori P, Nilsson R, Zhong H, Maleki S, Shang MM, Brinne B, Bradshaw M, Bajic VB, Samnegård A, Silveira A, Kaplan LM, Gigante B, Leander K, de Faire U, Rosfors S, Lockowandt U, Liska J, Konrad P, Takolander R, Franco-Cereceda A, Schadt EE, Ivert T, Hamsten A, Tegnér J, Björkegren J. PLoS Genet. 2009 Dec;5(12):e1000754. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/stockholm_atherosclerosis_gene_expression_study.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/stockholm_atherosclerosis_gene_expression_study.txt,GCD,Future,15503057,2009-11-7,2011-1-3,24,16,1.0.0,,,NA
94,STAGE_CABG,Human,CVD,Plaque,unspecified,Clinical Gene Network,Johan Bjorkegren,100,Stockholm_Atherosclerosis_Gene_Expression_Study,"Environmental exposures filtered through the genetic make-up of each individual alter the transcriptional repertoire in organs central to metabolic homeostasis, thereby affecting arterial lipid accumulation, inflammation, and the development of coronary artery disease (CAD). The primary aim of the Stockholm Atherosclerosis Gene Expression (STAGE) study was to determine whether there are functionally associated genes (rather than individual genes) important for CAD development. To this end, two-way clustering was used on 278 transcriptional profiles of liver, skeletal muscle, and visceral fat (n = 66/tissue) and atherosclerotic and unaffected arterial wall (n = 40/tissue) isolated from CAD patients during coronary artery bypass surgery. The first step, across all mRNA signals (n = 15,042/12,621 RefSeqs/genes) in each tissue, resulted in a total of 60 tissue clusters (n = 3958 genes). In the second step (performed within tissue clusters), one atherosclerotic lesion (n = 49/48) and one visceral fat (n = 59) cluster segregated the patients into two groups that differed in the extent of coronary stenosis (P = 0.008 and P = 0.00015). The associations of these clusters with coronary atherosclerosis were validated by analyzing carotid atherosclerosis expression profiles. Remarkably, in one cluster (n = 55/54) relating to carotid stenosis (P = 0.04), 27 genes in the two clusters relating to coronary stenosis were confirmed (n = 16/17, P<10(-27 and-30)). Genes in the transendothelial migration of leukocytes (TEML) pathway were overrepresented in all three clusters, referred to as the atherosclerosis module (A-module). In a second validation step, using three independent cohorts, the A-module was found to be genetically enriched with CAD risk by 1.8-fold (P<0.004). The transcription co-factor LIM domain binding 2 (LDB2) was identified as a potential high-hierarchy regulator of the A-module, a notion supported by subnetwork analysis, by cellular and lesion expression of LDB2, and by the expression of 13 TEML genes in Ldb2-deficient arterial wall. Thus, the A-module appears to be important for atherosclerosis development and, together with LDB2, merits further attention in CAD research. ","Multi-organ expression profiling uncovers a gene module in coronary artery disease involving transendothelial migration of leukocytes and LIM domain binding 2: the Stockholm Atherosclerosis Gene Expression (STAGE) study.Hägg S, Skogsberg J, Lundström J, Noori P, Nilsson R, Zhong H, Maleki S, Shang MM, Brinne B, Bradshaw M, Bajic VB, Samnegård A, Silveira A, Kaplan LM, Gigante B, Leander K, de Faire U, Rosfors S, Lockowandt U, Liska J, Konrad P, Takolander R, Franco-Cereceda A, Schadt EE, Ivert T, Hamsten A, Tegnér J, Björkegren J. PLoS Genet. 2009 Dec;5(12):e1000754. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/stockholm_atherosclerosis_gene_expression_study.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/stockholm_atherosclerosis_gene_expression_study.txt,GCD,Future,23397573,2011-17-5,2011-23-8,24,27,1.0.0,,,NA
94,STAGE_CABG,Human,CVD,Blood,unspecified,Clinical Gene Network,Johan Bjorkegren,100,Stockholm_Atherosclerosis_Gene_Expression_Study,"Environmental exposures filtered through the genetic make-up of each individual alter the transcriptional repertoire in organs central to metabolic homeostasis, thereby affecting arterial lipid accumulation, inflammation, and the development of coronary artery disease (CAD). The primary aim of the Stockholm Atherosclerosis Gene Expression (STAGE) study was to determine whether there are functionally associated genes (rather than individual genes) important for CAD development. To this end, two-way clustering was used on 278 transcriptional profiles of liver, skeletal muscle, and visceral fat (n = 66/tissue) and atherosclerotic and unaffected arterial wall (n = 40/tissue) isolated from CAD patients during coronary artery bypass surgery. The first step, across all mRNA signals (n = 15,042/12,621 RefSeqs/genes) in each tissue, resulted in a total of 60 tissue clusters (n = 3958 genes). In the second step (performed within tissue clusters), one atherosclerotic lesion (n = 49/48) and one visceral fat (n = 59) cluster segregated the patients into two groups that differed in the extent of coronary stenosis (P = 0.008 and P = 0.00015). The associations of these clusters with coronary atherosclerosis were validated by analyzing carotid atherosclerosis expression profiles. Remarkably, in one cluster (n = 55/54) relating to carotid stenosis (P = 0.04), 27 genes in the two clusters relating to coronary stenosis were confirmed (n = 16/17, P<10(-27 and-30)). Genes in the transendothelial migration of leukocytes (TEML) pathway were overrepresented in all three clusters, referred to as the atherosclerosis module (A-module). In a second validation step, using three independent cohorts, the A-module was found to be genetically enriched with CAD risk by 1.8-fold (P<0.004). The transcription co-factor LIM domain binding 2 (LDB2) was identified as a potential high-hierarchy regulator of the A-module, a notion supported by subnetwork analysis, by cellular and lesion expression of LDB2, and by the expression of 13 TEML genes in Ldb2-deficient arterial wall. Thus, the A-module appears to be important for atherosclerosis development and, together with LDB2, merits further attention in CAD research. ","Multi-organ expression profiling uncovers a gene module in coronary artery disease involving transendothelial migration of leukocytes and LIM domain binding 2: the Stockholm Atherosclerosis Gene Expression (STAGE) study.Hägg S, Skogsberg J, Lundström J, Noori P, Nilsson R, Zhong H, Maleki S, Shang MM, Brinne B, Bradshaw M, Bajic VB, Samnegård A, Silveira A, Kaplan LM, Gigante B, Leander K, de Faire U, Rosfors S, Lockowandt U, Liska J, Konrad P, Takolander R, Franco-Cereceda A, Schadt EE, Ivert T, Hamsten A, Tegnér J, Björkegren J. PLoS Genet. 2009 Dec;5(12):e1000754. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/stockholm_atherosclerosis_gene_expression_study.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/stockholm_atherosclerosis_gene_expression_study.txt,GCD,Future,16387431,2008-15-4,2009-23-11,55,111,1.0.0,,,NA
95,Target__ALLped,Human,Cancer,Blood,unspecified,Colorado/UNM/St Jude,Hunger/Willman/Downing/Relling/Mullighan,255,Pediatric_ALL_TARGET,"Acute lymphoblastic leukemia (ALL) is a cancer of the white blood cells.  Pediatric ALL is the most common form of cancer in children and is a heterogeneous group of diseases with multiple genetic abnormalities. The NCI sponsored Therapeutically Applicable Research to Generate Effective Treatments (TARGET) initiative established a high risk ALL pilot project that utilized comprehensive genomic approaches and high throughput gene resequencing to identify  new therapeutic targets for pediatric high risk ALL. This initiative is also examining childhood B-precursor ALL cases. (http://target.cancer.gov/areas/cancers/).  This dataset contains CNV, expression, clinical traits, and gene-specific resequencing data from 255 pediatric ALL patients as of February 2011.  Access to CNV, and sequencing data is restricted and requires all end users to obtain permissions  through dbGaP (accession number: phs000218.v1.p1).   http://target.cancer.gov/dataportal/about/ ","Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.JAMA. 2009 Jan 28;301(4):393-403.  Yang JJ, Cheng C, Yang W, Pei D, Cao X, Fan Y, Pounds SB, Neale G, Treviño LR, French D, Campana D, Downing JR, Evans WE, Pui CH, Devidas M, Bowman WP, Camitta BM, Willman CL, Davies SM, Borowitz MJ, Carroll WL, Hunger SP, Relling MV.  Identification of novel cluster groups in pediatric high-risk B-precursor acute lymphoblastic leukemia with gene expression profiling: correlation with genome-wide DNA copy number alterations, clinical characteristics, and outcome.Blood. 2010 Dec 2;116(23):4874-84.  Harvey RC, Mullighan CG, Wang X, Dobbin KK, Davidson GS, Bedrick EJ, Chen IM, Atlas SR, Kang H, Ar K, Wilson CS, Wharton W, Murphy M, Devidas M, Carroll AJ, Borowitz MJ, Bowman WP, Downing JR, Relling M, Yang J, Bhojwani D, Carroll WL, Camitta B, Reaman GH, Smith M, Hunger SP, Willman CL.  Gene expression classifiers for relapse-free survival and minimal residual disease improve risk classification and outcome prediction in pediatric B-precursor acute lymphoblastic leukemia. Blood. 2010 Feb 18;115(7):1394-405 Kang H, Chen IM, Wilson CS, Bedrick EJ, Harvey RC, Atlas SR, Devidas M, Mullighan CG, Wang X, Murphy M, Ar K, Wharton W, Borowitz MJ, Bowman WP, Bhojwani D, Carroll WL, Camitta BM, Reaman GH, Smith MA, Downing JR, Hunger SP, Willman CL.   http://target.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/pediatric_all_target.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/pediatric_all_target.txt,GCD,Future,17928632,2009-13-5,2010-9-12,24,48,1.0.0,,,NA
96,TCGA_AML,Human,Cancer,Blood,Embargo,TCGA,TCGA,500,AML_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 AML tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study is not yet published. For more information, go to : http://tcga.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/aml_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/aml_tcga.txt,GCD,Future,20087992,2009-15-11,2010-4-7,49,8,1.0.0,,,NA
97,TCGA_Breast,Human,Cancer,Breast,Link to data source,TCGA,TCGA,500,Invasive_Breast_Cancer_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Invasive_Breast_Cancer tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study is not yet published.  For more information, go to: http://tcga.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/invasive_breast_cancer_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/invasive_breast_cancer_tcga.txt,GCD,Future,19172080,2009-23-8,2010-14-6,24,37,1.0.0,,,NA
99,TCGA_Colon_Adenocarcinoma,Human,Cancer,Intestine,Embargo,TCGA,TCGA,500,Colon_Adenocarcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Colon_Adenocarcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study is not yet published. For more information, go to: http://tcga.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/colon_adenocarcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/colon_adenocarcinoma_tcga.txt,GCD,Future,16894337,2008-20-12,2010-24-10,74,78,1.0.0,,,NA
100,TCGA_HeadandNeck,Human,Cancer,Skin,Embargo,TCGA,TCGA,500,Head_And_Neck_Squamous_Cell_Carcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Head_And_Neck_Squamous_Cell_Carcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study is not yet published.  For more informatin, go to:  http://tcga.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/head_and_neck_squamous_cell_carcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/head_and_neck_squamous_cell_carcinoma_tcga.txt,GCD,Future,24265880,2008-7-6,2010-8-9,41,40,1.0.0,,,NA
101,TCGA_Lung_SCC,Human,Cancer,Lung,Link to data source,TCGA,TCGA,500,Lung_Squamous_Cell_Carcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Lung_Squamous_Cell_Carcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study is not yet published.  For more information, go to: http://tcga.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/lung_squamous_cell_carcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/lung_squamous_cell_carcinoma_tcga.txt,GCD,Future,17583775,2008-19-3,2011-24-5,49,99,1.0.0,,,NA
102,TCGA_LungAdeno,Human,Cancer,Lung,Link to data source,TCGA,TCGA,500,Lung_Adenocarcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Lung_Adenocarcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study is not yet published.  For more information, go to: http://tcga.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/lung_adenocarcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/lung_adenocarcinoma_tcga.txt,GCD,Future,22728269,2008-22-4,2009-9-11,16,110,1.0.0,,,NA
103,TCGA_Ovarian_Adenocarcinoma,Human,Cancer,Ovary,Embargo,TCGA,TCGA,387,Ovarian_Adenocarcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 ovarian  serous cystadenocarcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","Common variants at 19p13 are associated with susceptibility to ovarian cancer. Bolton, K.L., Tyrer, J., Song, H., Ramus, S.J., Notaridou, M., Jones, C., Sher, T., Gentry-Maharaj, A., Wozniak, E., Tsai, Y.Y., et al. (2010) Nat Genet. 42(10):880-884.   http://tcga.cancer.gov/index.asp ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/ovarian_adenocarcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/ovarian_adenocarcinoma_tcga.txt,GCD,Pending,24257953,2011-8-5,2011-18-5,17,67,1.0.0,,,NA
104,TCGA_Rectum,Human,Cancer,Skin,Embargo,TCGA,TCGA,500,Rectum_Adenocarcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Rectum_Adenocarcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study has not yet been published. For more information, go to: http://tcga.cancer.gov ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/rectum_adenocarcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/rectum_adenocarcinoma_tcga.txt,GCD,Future,15297415,2008-15-5,2010-15-8,44,82,1.0.0,,,NA
105,TCGA_Renal_Carcinoma,Human,Cancer,Kidney,Embargo,TCGA,TCGA,500,Renal_Clear_Cell_Carcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Renal_Clear_Cell_Carcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study has not yet been published. For more information, go to: http://tcga.cancer.gov ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/renal_clear_cell_carcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/renal_clear_cell_carcinoma_tcga.txt,GCD,Future,18959837,2008-26-6,2008-23-11,75,125,1.0.0,,,NA
106,TCGA_Renal_Papillary,Human,Cancer,Kidney,Embargo,TCGA,TCGA,500,Renal_Papillary_Cell_Carcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Renal_Papillary_Cell_Carcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study has not yet been published. For more information, go to: http://tcga.cancer.gov ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/renal_papillary_cell_carcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/renal_papillary_cell_carcinoma_tcga.txt,GCD,Future,22601014,2008-25-5,2011-15-8,44,120,1.0.0,,,NA
107,TCGA_Stomach,Human,Cancer,Stomach,Embargo,TCGA,TCGA,500,Stomach_Adenocarcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Stomach_Adenocarcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study has not yet been published. For more information, go to: http://tcga.cancer.gov ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/stomach_adenocarcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/stomach_adenocarcinoma_tcga.txt,GCD,Future,17742062,2010-25-9,2011-11-3,75,101,1.0.0,,,NA
108,TCGA_Uterine,Human,Cancer,Uterus,Embargo,TCGA,TCGA,500,Uterine_Corpus_Endometrioid_Carcinoma_TCGA,"The Cancer Genome Atlas is generating multiple levels of genomic information on a panel of 500 Uterine_Corpus_Endometrioid_Carcinoma tumor samples.  For more information, go to: http://tcga-data.nci.nih.gov/tcga/tcgaHome2.jsp  ","This study has not yet been published. For more information, go to: http://tcga.cancer.gov ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/uterine_corpus_endometrioid_carcinoma_tcga.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/uterine_corpus_endometrioid_carcinoma_tcga.txt,GCD,Future,23870878,2009-5-6,2009-15-10,19,85,1.0.0,,,NA
